|CASE NUMBER|SR LOCATION|COUNTY|DISTRICT|NEIGHBORHOOD|TAX ID|TRASH QUAD|RECYCLE QUAD|TRASH DAY|HEAVY TRASH DAY|RECYCLE DAY|KEY MAP|MANAGEMENT DISTRICT|DEPARTMENT|DIVISION|SR TYPE|QUEUE|SLA|STATUS|SR CREATE DATE|DUE DATE|DATE CLOSED|OVERDUE|Title|x|y|LATITUDE|LONGITUDE|Channel Type
286458|11704441-101001202677|Intersection 1450 ASHFORD PKWY & 12500 BRIAR FOREST DR|Harris County|G|BRIAR FOREST|||||||488R||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-26 07:22:34|2013-11-29 07:22:34|2013-11-26 10:09:59|-2.88|Flooding-101001202677|3046409.14325|13837311.2212|29.75387199|-95.60237876|Voice In
286476|11704450-101001202699|12502 BRIAR FOREST, HOUSTON TX 77077|HARRIS|G|BRIAR FOREST|0992540000059||||||488R||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-26 07:52:02|2013-11-29 07:52:02|2013-11-26 09:49:59|-2.92|Flooding-101001202699|3046332.81926|13837414.5094|29.75416202|-95.60260975|Voice In
286610|101001202856|FELDMAN, MONICA||Unknown||||||||||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-26 09:22:58|2013-11-29 09:22:54|2013-12-03 08:59:27|3.98|Flooding|||||Voice In
286612|11704517-101001202859|6203 MARINETTE, HOUSTON TX 77036|HARRIS|J|SHARPSTOWN|0930610000008||||||530G|Sharpstown MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-26 09:24:19|2013-11-29 09:24:19|2013-11-26 15:29:59|-2.75|Flooding-101001202859|3073977.95721|13822940.6177|29.71213959|-95.51687996|Voice In
286677|11704539-101001202939|6034 CLAREWOOD, HOUSTON TX 77081|HARRIS|J|GULFTON|0831380000018|SW|SE|TUESDAY|1st Friday|TUESDAY-B|531E||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-26 10:08:17|2013-11-29 10:08:17|2013-11-26 15:29:59|-2.78|Flooding-101001202939|3082962.64758|13822213.2645|29.70940148|-95.48865689|Voice In
286698|11704553-101001202963|Intersection 5400 BEECHNUT ST & 8500 BRAESMONT DR|Harris County|C|MEYERLAND AREA||SW|SE|TUESDAY|2nd Wednesday|TUESDAY-B|531P||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-26 10:22:43|2013-11-29 10:22:43|2013-11-26 15:29:59|-2.79|Flooding-101001202963|3086131.45029|13814924.4579|29.68910399|-95.47937006|Voice In
286722|11704563-101001202990|Intersection 0 HARDY TOLL HWY & 0 N IH 610 LOOP E|Harris County|H|NEAR NORTHSIDE|||||||453R|Greater Northside MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-26 10:36:58|2013-11-29 10:36:58|2013-11-26 11:10:08|-2.98|Flooding-101001202990|3125450.39462|13861170.1151|29.81290664|-95.35104732|Voice In
286834|11704614-101001203135|9203 KINGSFLOWER, HOUSTON TX 77075|HARRIS|D|SOUTH BELT / ELLINGTON|1150740040001|SE|SW|THURSDAY|2nd Friday|THURSDAY-B|575Z||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-26 11:54:26|2013-11-29 11:54:25|2013-11-26 15:29:59|-2.85|Flooding-101001203135|3161106.86333|13785629.4739|29.60216765|-95.24630949|Voice In
286973|11704669-101001203325|9714 MARIPOSA, HOUSTON TX 77025|HARRIS|K|BRAESWOOD|0761850060011|SW|SE|THURSDAY|3rd Monday|THURSDAY-A|532T||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-26 13:36:57|2013-11-29 13:36:00|2013-11-26 14:49:59|-2.95|Flooding-101001203325|3102166.22597|13812443.6712|29.68094807|-95.42912891|e-mail In
286975|11704671-101001203328|8877 CITY PARK LP, HOUSTON TX 77013|HARRIS|I|EL DORADO / OATES PRAIRIE|1320410010001||||||455U||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-26 13:37:33|2013-11-29 13:37:33|2013-11-26 16:09:59|-2.89|Flooding-101001203328|3151895.48838|13858430.6918|29.8030826|-95.26797267|Voice In
287477|11704885-101001203938||Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-27 08:33:34|2013-11-30 08:29:00|2013-11-27 11:09:59|-2.89|Flooding-101001203938|||Unknown|Unknown|Voice In
287629|11704953-101001204132|5038 PERSHING, HOUSTON TX 77033|HARRIS|D|SOUTH PARK|0751890220036|SE|SE|FRIDAY|4th Thursday|FRIDAY-A|534S|HCID #10-A|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-27 10:30:43|2013-11-30 10:30:43|2013-11-27 13:09:59|-2.89|Flooding|||29.67745873|-95.34608991|WEB
288692|11705576-101001205327|7818 OAK KNOLL, HOUSTON TX 77028|HARRIS|B|EAST HOUSTON|0761170060060|NE|NW|THURSDAY|2nd Monday|THURSDAY-A|455F||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-11-29 11:38:23|2013-12-02 11:38:23|2013-11-29 13:29:58|-2.92|Flooding-101001205327|3145806.20955|13871450.4731|29.8394013|-95.2858597|Voice In
290415|11706498-101001207180|Intersection 5400 BEECHNUT ST & 8500 BRAESMONT DR|Harris County|C|MEYERLAND AREA||SW|SE|TUESDAY|2nd Wednesday|TUESDAY-B|531P||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-12-02 12:27:04|2013-12-05 12:27:04|2013-12-02 13:49:57|-2.94|Flooding|||29.68910399|-95.47937006|WEB
290416|11706501-101001207181|8230 WAYFARER, HOUSTON TX 77075|HARRIS|D|GREATER HOBBY AREA|0772790240021|SE|SE|FRIDAY|4th Monday|FRIDAY-B|575P||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-12-02 12:27:19|2013-12-05 12:27:19|2013-12-02 16:29:58|-2.83|Flooding-101001207181|3152952.08634|13791312.9632|29.61850717|-95.27138881|Voice In
291386|11706920-101001208263|Intersection 9150 HEMPSTEAD RD & 1500 W LOOP FWY N|Harris County|C|WASHINGTON AVENUE COALITION / MEMORIAL P|||||||451Z|Spring Branch MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-12-03 09:02:13|2013-12-06 08:59:00|2013-12-04 16:29:58|-1.69|Flooding-101001208263|3094195.39578|13853440.7178|29.79430589|-95.45030204|Voice In
291423|11706931-101001208303|Intersection 9150 HEMPSTEAD RD & 1500 W LOOP FWY N|Harris County|C|WASHINGTON AVENUE COALITION / MEMORIAL P|||||||451Z|Spring Branch MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-12-03 09:18:21|2013-12-06 09:16:00|2013-12-03 14:49:59|-2.77|Flooding-101001208303|3094195.39578|13853440.7178|29.79430589|-95.45030204|Voice In
297964|11709617-101001215837|6621 FANNIN, HOUSTON TX 77030|HARRIS|D|MEDICAL CENTER AREA|1222760000001||||||532H|Greater Southeast MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-12-10 15:26:51|2013-12-13 15:26:51|2013-12-11 13:49:58|-2.07|Flooding|||29.7081498|-95.40035842|WEB
307068|11713642-101001226432|1220 BELL, HOUSTON TX 77019|HARRIS|C|NEARTOWN - MONTROSE|0523660000021|NW|NE|MONDAY|1st Wednesday|MONDAY-A|493N|Montrose Management District|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-12-21 13:23:48|2013-12-21 13:23:48|2013-12-23 08:05:44|1.78|Flooding-101001226432|3112307.58593|13839626.7064|29.75481177|-95.39456657|Voice In
307121|11713662-101001226488|150 SABINE, HOUSTON TX 77007|HARRIS|H|WASHINGTON AVENUE COALITION / MEMORIAL P|1209330010001||||||493K|Houston Downtown|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-12-21 15:01:20|2013-12-24 15:01:19|2013-12-21 17:49:57|-2.88|Flooding-101001226488|3118312.71401|13842581.0266|29.76242197|-95.37509838|Voice In
307489|11713853-101001226887|2212 BELLEFONTAINE, HOUSTON TX 77030|HARRIS|C|UNIVERSITY PLACE|1207070010003|SW|SE|TUESDAY|3rd Monday|TUESDAY-B|532G||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-12-22 14:23:43|2013-12-25 14:23:43|2013-12-23 13:49:57|-2.02|Flooding|||29.70489705|-95.4099717|WEB
